experiment,year,cropped section,new start date,new end date,operation,sections,method,operation type,flag,intensity,Amount,Units,water,water unit,variety,dressing,machine,orig_operation
Broadbalk,1992,winter wheat,14/05/1992,,Sportak 45,(except sections 6),sprayed,chemical pest control process,3,,0.9,l/ha,200,l/ha,,,,"Sportak 45 at 0.90 1, Calixin at 0.50 l and Tripart Brevis at 2.25 l in 200 l"
Broadbalk,1992,winter wheat,14/05/1992,,Tripart Brevis,(except sections 6),sprayed,chemical pest control process,3,,2.25,l/ha,200,l/ha,,,,
Broadbalk,1992,winter wheat,09/06/1992,,Chiltern Ole,(except sections 6),sprayed,chemical pest control process,3,,2,l/ha,200,l/ha,,,,Chiltern Ole at 2.0 l and Mistral at 1.0 l in 200 l
Broadbalk,1992,winter wheat,09/06/1992,,Mistral,(except sections 6),sprayed,chemical pest control process,3,,1,l/ha,200,l/ha,,,,
Broadbalk,1992,winter wheat,23/06/1992,,Radar,(except sections 6),sprayed,chemical pest control process,3,,0.5,l/ha,200,l/ha,,,,Radar at 0.50 l and Mistral at 0.50 l in 200 l
Broadbalk,1992,winter wheat,23/06/1992,,Mistral,(except sections 6),sprayed,chemical pest control process,3,,0.5,l/ha,200,l/ha,,,,
Broadbalk,1992,winter wheat,28/06/1992,,Roundup,(except sections 8),sprayed,chemical pest control process,3,,6,l/ha,150,l/ha,,,,Roundup at 6.0 l with High Trees Mixture B at 2.9 l in 150 l
Broadbalk,1992,winter wheat,28/06/1992,,High Trees Mixture B,(except sections 8),sprayed,chemical pest control process,3,,2.9,l/ha,150,l/ha,,,,
Broadbalk,1993,potatoes,19/05/1993,,Rotalin,,,chemical pest control process,3,,5.5,l/ha,200,l/ha,,,,Rotalin at 5.5 l in 200 l
Broadbalk,1993,potatoes,22/06/1993,,Ashlade Mancozeb FL,,,chemical pest control process,3,,2.25,l/ha,200,l/ha,,,,Ashlade Mancozeb FL at 2.25 l
Broadbalk,1993,potatoes,22/06/1993,,Intracrop BLA,,,chemical pest control process,3,,0.2,l/ha,200,l/ha,,,,Intracrop BLA at 0.2 l
Broadbalk,1993,potatoes,08/07/1993,,Ashlade Mancozeb FL,,,chemical pest control process,3,,2.25,l/ha,200,l/ha,,,,Ashlade Mancozeb FL at 2.25 l
Broadbalk,1993,potatoes,08/07/1993,,Intracrop BLA,,,chemical pest control process,3,,0.2,l/ha,200,l/ha,,,,Intracrop BLA at 0.2 l
Broadbalk,1993,potatoes,22/07/1993,,Ashlade Mancozeb FL,,,chemical pest control process,3,,2.25,l/ha,200,l/ha,,,,Ashlade Mancozeb FL at 2.25 l
Broadbalk,1993,potatoes,22/07/1993,,Intracrop BLA,,,chemical pest control process,3,,0.2,l/ha,200,l/ha,,,,Intracrop BLA at 0.2 l
Broadbalk,1993,potatoes,06/08/1993,,Ashlade Mancozeb FL,,,chemical pest control process,3,,2.25,l/ha,200,l/ha,,,,Ashlade Mancozeb FL at 2.25 l
Broadbalk,1993,potatoes,06/08/1993,,Intracrop BLA,,,chemical pest control process,3,,0.2,l/ha,200,l/ha,,,,Intracrop BLA at 0.2 l
Broadbalk,1993,potatoes,25/08/1993,,Chiltern Super-Tin 4L,(except sections 8),sprayed,chemical pest control process,3,,0.56,l/ha,200,l/ha,,,,Chiltern Super-Tin 4L at 0.56 l with Intracrop BLA at 0.20 l in 200 l
Broadbalk,1993,potatoes,25/08/1993,,Intracrop BLA,(except sections 8),sprayed,chemical pest control process,3,,0.2,l/ha,200,l/ha,,,,
Broadbalk,1993,potatoes,15/09/1993,,Stefes Diquat,,,chemical pest control process,3,,4,l/ha,200,l/ha,,,,Stefes Diquat at 4.0 l in 200 1
Broadbalk,1993,winter wheat,22/04/1993,,Astix,(except sections 8),sprayed,chemical pest control process,3,,2,l/ha,200,l/ha,,,,Astix at 2.0 l and Oxytril CM at 1.5 l in 200 l
Broadbalk,1993,winter wheat,22/04/1993,,Oxytril CM,(except sections 8),sprayed,chemical pest control process,3,,1.5,l/ha,200,l/ha,,,,
Broadbalk,1993,winter wheat,06/05/1993,,Mistral,(except sections 6),sprayed,chemical pest control process,3,,1,l/ha,200,l/ha,,,,"Mistral at 1.0 l, Sportak 45 at 0.90 l and Tripart Brevis at 2.25 l in 200 l"
Broadbalk,1993,winter wheat,06/05/1993,,Tripart Brevis,(except sections 6),sprayed,chemical pest control process,3,,2.25,l/ha,200,l/ha,,,,
Broadbalk,1993,winter wheat,10/05/1993,,Cheetah R,(except sections 8),,chemical pest control process,3,,2.5,l/ha,200,l/ha,,,,Cheetah R at 2.5 l in 200 l
Broadbalk,1993,winter wheat,04/06/1993,,Starane 2,(except sections 8),,chemical pest control process,3,,1.5,l/ha,200,l/ha,,,,Starane 2 at 1.5 l in 200 l
Broadbalk,1993,winter wheat,04/06/1993,,Bombardier,(except sections 6),sprayed,chemical pest control process,3,,2,l/ha,200,l/ha,,,,Bombardier at 2.0 l and Mistral at 1.0 l in 200 l
Broadbalk,1993,winter wheat,04/06/1993,,Mistral,(except sections 6),sprayed,chemical pest control process,3,,1,l/ha,200,l/ha,,,,
Broadbalk,1993,winter wheat,22/06/1993,,Corbel,(except sections 6),sprayed,chemical pest control process,3,,1,l/ha,200,l/ha,,,,Corbel at 1.0 l and Radar at 0.50 l in 200 l
Broadbalk,1993,winter wheat,22/06/1993,,Radar,(except sections 6),sprayed,chemical pest control process,3,,0.5,l/ha,200,l/ha,,,,
Broadbalk,1993,winter wheat,04/08/1993,,Roundup,(except sections 8),sprayed,chemical pest control process,3,,6,l/ha,150,l/ha,,,,Roundup at 6.0 l with High Trees Mixture B at 2.9 l in 150 l
Broadbalk,1993,winter wheat,04/08/1993,,High Trees Mixture B,(except sections 8),sprayed,chemical pest control process,3,,2.9,l/ha,150,l/ha,,,,
Broadbalk,1994,potatoes,23/05/1994,,Farmon PDQ,(except sections 8),sprayed,chemical pest control process,3,,2,l/ha,200,l/ha,,,,Farmon PDQ at 2.0 l with Rotalin at 5.0 l in 200 l
Broadbalk,1994,potatoes,23/05/1994,,Rotalin,(except sections 8),sprayed,chemical pest control process,3,,5,l/ha,200,l/ha,,,,
Broadbalk,1994,potatoes,23/06/1994,,Dithane 945,(except sections 8),sprayed,chemical pest control process,3,,1.7,kg/ha,200,l/ha,,,,Dithane 945 at 1.7 kg with Intracrop BLA at 0.2 l in 200 l
Broadbalk,1994,potatoes,23/06/1994,,Intracrop BLA,(except sections 8),sprayed,chemical pest control process,3,,0.2,l/ha,200,l/ha,,,,
Broadbalk,1994,potatoes,07/07/1994,,Dithane 945,(except sections 8),sprayed,chemical pest control process,3,,1.7,kg/ha,200,l/ha,,,,Dithane 945 at 1.7 kg with Pirimicarb 50 DG at 0.28 kg and Intracrop BLA at 0.2 l in 200 l
Broadbalk,1994,potatoes,07/07/1994,,Pirimicarb 50 DG,(except sections 8),sprayed,chemical pest control process,3,,0.28,kg/ha,200,l/ha,,,,
Broadbalk,1994,potatoes,07/07/1994,,Intracrop BLA,(except sections 8),sprayed,chemical pest control process,3,,0.2,l/ha,200,l/ha,,,,
Broadbalk,1994,potatoes,25/07/1994,,Ashlade Mancozeb FL,,,chemical pest control process,3,,2.5,l/ha,200,l/ha,,,,Ashlade Mancozeb FL at 2.5 l
Broadbalk,1994,potatoes,25/07/1994,,Intracrop BLA,,,chemical pest control process,3,,0.2,l/ha,200,l/ha,,,,Intracrop BLA at 0.2 l
Broadbalk,1994,potatoes,15/08/1994,,Ashlade Mancozeb FL,,,chemical pest control process,3,,2.5,l/ha,200,l/ha,,,,Ashlade Mancozeb FL at 2.5 l
Broadbalk,1994,potatoes,15/08/1994,,Intracrop BLA,,,chemical pest control process,3,,0.2,l/ha,200,l/ha,,,,Intracrop BLA at 0.2 l
Broadbalk,1994,potatoes,30/08/1994,,Ashlade Mancozeb FL,,,chemical pest control process,3,,2.5,l/ha,200,l/ha,,,,Ashlade Mancozeb FL at 2.5 l
Broadbalk,1994,potatoes,30/08/1994,,Intracrop BLA,,,chemical pest control process,3,,0.2,l/ha,200,l/ha,,,,Intracrop BLA at 0.2 l
Broadbalk,1994,potatoes,26/09/1994,,Chiltern Super-Tin 4L,(except sections 8),sprayed,chemical pest control process,3,,560,ml/ha,200,l/ha,,,,Chiltern Super-Tin 4L at 560 ml with Reglone at 4.0 l in 200 l
Broadbalk,1994,potatoes,26/09/1994,,Reglone,(except sections 8),sprayed,chemical pest control process,3,,4,l/ha,200,l/ha,,,,
Broadbalk,1994,winter wheat,21/12/1993,,Draza,(except sections 6),,chemical pest control process,3,,5.5,kg/ha,,,,,,"Draza at 5.5 kg,"
Broadbalk,1994,winter wheat,09/05/1994,,Ally,(except sections 8),sprayed,chemical pest control process,3,,30,g/ha,200,l/ha,,,,Ally at 30 g with Cheetah Super at 3.0 l and Starane 2 at 0.75 l in 200 l
Broadbalk,1994,winter wheat,09/05/1994,,Cheetah Super,(except sections 8),sprayed,chemical pest control process,3,,3,l/ha,200,l/ha,,,,
Broadbalk,1994,winter wheat,09/05/1994,,Starane 2,(except sections 8),sprayed,chemical pest control process,3,,0.75,l/ha,200,l/ha,,,,
Broadbalk,1994,winter wheat,09/05/1994,,Sportak 45,(except sections 6),sprayed,chemical pest control process,3,,0.7,l/ha,200,l/ha,,,,"Sportak 45 at 0.7 1 with Standen Tridemorph at 0.5 1 and new 5C Cycocel at 2.5 l in 200 l, ."
Broadbalk,1994,winter wheat,09/05/1994,,Standen Tridemorph,(except sections 6),sprayed,chemical pest control process,3,,0.5,l/ha,200,l/ha,,,,
Broadbalk,1994,winter wheat,09/05/1994,,New 5C Cycocel,(except sections 6),sprayed,chemical pest control process,3,,2.5,l/ha,200,l/ha,,,,
Broadbalk,1994,winter wheat,13/06/1994,,Starane 2,,,chemical pest control process,3,,1.5,l/ha,200,l/ha,,,,Starane 2 at 1.5 l in 200 l
Broadbalk,1994,winter wheat,13/06/1994,,Halo,(except sections 6),sprayed,chemical pest control process,3,,2,l/ha,200,l/ha,,,,Halo at 2.0 l with Mallard 750 EC at 1.0 l in 200 l
Broadbalk,1994,winter wheat,13/06/1994,,Mallard 750 EC,(except sections 6),sprayed,chemical pest control process,3,,1,l/ha,200,l/ha,,,,
Broadbalk,1994,winter wheat,15/06/1994,,Hostathion,(except sections 6),,chemical pest control process,3,,840,ml/ha,200,l/ha,,,,Hostathion at 840 ml in 200 l
Broadbalk,1994,winter wheat,28/06/1994,,Delsene M power,(except sections 6),sprayed,chemical pest control process,3,,2.5,kg/ha,200,l/ha,,,,Delsene M power at 2.5 kg with Mistral at 0.5 l in 200 l
Broadbalk,1994,winter wheat,28/06/1994,,Mistral,(except sections 6),sprayed,chemical pest control process,3,,0.5,l/ha,200,l/ha,,,,
Broadbalk,1995,potatoes,01/06/1995,,Basagran,,,chemical pest control process,3,,3,l/ha,400,l/ha,,,,Basagran at 3.0 l in 400 1
Broadbalk,1995,potatoes,20/06/1995,,Ashlade Mancozeb Flowable,,,chemical pest control process,3,,2.75,l/ha,200,l/ha,,,,Ashlade Mancozeb Flowable at 2.75 l
Broadbalk,1995,potatoes,30/06/1995,,Ashlade Mancozeb Flowable,,,chemical pest control process,3,,2.75,l/ha,200,l/ha,,,,Ashlade Mancozeb Flowable at 2.75 l
Broadbalk,1995,potatoes,19/07/1995,,Ashlade Mancozeb Flowable,,,chemical pest control process,3,,2.75,l/ha,300,l/ha,,,,Ashlade Mancozeb Flowable at 2.75 l
Broadbalk,1995,potatoes,01/08/1995,,Ashlade Mancozeb Flowable,,,chemical pest control process,3,,2.75,l/ha,300,l/ha,,,,Ashlade Mancozeb Flowable at 2.75 l
Broadbalk,1995,potatoes,14/08/1995,,Super-Tin 4L,(except sections 6),sprayed,chemical pest control process,3,,560,ml/ha,200,l/ha,,,,Super-Tin 4L at 560 ml with Intracrop BLA at 200 ml in 200 l
Broadbalk,1995,potatoes,14/08/1995,,Intracrop BLA,(except sections 6),sprayed,chemical pest control process,3,,200,ml/ha,200,l/ha,,,,
Broadbalk,1995,winter wheat,21/03/1995,,Stefes IPU,(except sections 8),sprayed,chemical pest control process,3,,3,l/ha,200,l/ha,,,,Stefes IPU at 3.0 l with Stomp 400 at 3.3 l in 200 l
Broadbalk,1995,winter wheat,21/03/1995,,Stomp 400,(except sections 8),sprayed,chemical pest control process,3,,3.3,l/ha,200,l/ha,,,,
Broadbalk,1995,winter wheat,28/04/1995,,Halo,(except sections 6),sprayed,chemical pest control process,3,,2,l/ha,200,l/ha,,,,Halo at 2.0 l with Mallard 750 EC at 0.5 l and New 5C Cycocel at 2.8 l in 200 l
Broadbalk,1995,winter wheat,28/04/1995,,Mallard 750 EC,(except sections 6),sprayed,chemical pest control process,3,,0.5,l/ha,200,l/ha,,,,
Broadbalk,1995,winter wheat,28/04/1995,,New 5C Cycocel,(except sections 6),sprayed,chemical pest control process,3,,2.8,l/ha,200,l/ha,,,,
Broadbalk,1995,winter wheat,19/06/1995,,String,(except sections 6),,chemical pest control process,3,,1.5,l/ha,300,l/ha,,,,spring at 1.5 l in 300 l
Broadbalk,1995,winter wheat,05/07/1995,,Pirimicarb 50 DG,(except sections 6),,chemical pest control process,3,,280,g/ha,200,l/ha,,,,Pirimicarb 50 DG at 280 g in 200 l
Broadbalk,1995,winter wheat,27/07/1995,,Roundup,(except sections 8),sprayed,chemical pest control process,3,,6,l/ha,150,l/ha,,,,Roundup at 6.0 l with Mixture B at 2.94 l in 150 l
Broadbalk,1995,winter wheat,27/07/1995,,Mixture B,(except sections 8),sprayed,chemical pest control process,3,,2.94,l/ha,150,l/ha,,,,
Broadbalk,1996,potatoes,04/06/1996,,Campbells Linuron 45% Flowable,,,chemical pest control process,3,,5,l/ha,320,l/ha,,,,Campbells Linuron 45% Plowable at 5.0 l in 320 l
Broadbalk,1996,potatoes,05/07/1996,,Clayton Turret,,,chemical pest control process,3,,2,l/ha,260,l/ha,,,,Clayton Turret at 2.0 l in 260 l
Broadbalk,1996,potatoes,22/07/1996,,Clayton Turret,,,chemical pest control process,3,,2,l/ha,300,l/ha,,,,Clayton Turret at 2.0 l in 300 l
Broadbalk,1996,potatoes,02/08/1996,,Clayton Turret,,,chemical pest control process,3,,2,l/ha,400,l/ha,,,,Clayton Turret at 2.0 l in 400 l
Broadbalk,1996,potatoes,15/08/1996,,Shirlan,,,chemical pest control process,3,,0.3,l/ha,390,l/ha,,,,Shirlan at 0.3 l in 390 1
Broadbalk,1996,potatoes,02/09/1996,,Shirlan,,,chemical pest control process,3,,0.3,l/ha,260,l/ha,,,,Shirlan at 0.3 l in 260 1
Broadbalk,1996,winter oats,13/10/1995,,Tribunil,,,chemical pest control process,3,,2.25,kg/ha,200,l/ha,,,,Tribunil at 2.25 kg in 200 1
Broadbalk,1996,winter oats,30/05/1996,,Tilt 250 EC,(except sections 8),sprayed,chemical pest control process,3,,0.5,l/ha,200,l/ha,,,,Tilt 250 EC at 0.5 l with Barclay Holdup at 2.3 l and Vassgro Spreader 200 ml in 200 l
Broadbalk,1996,winter oats,30/05/1996,,Barclay Holdup,(except sections 8),sprayed,chemical pest control process,3,,2.3,l/ha,200,l/ha,,,,
Broadbalk,1996,winter oats,30/05/1996,,Vassgro Spreader,(except sections 8),sprayed,chemical pest control process,3,,200,ml/ha,200,l/ha,,,,
Broadbalk,1996,winter wheat,26/04/1996,,Ally,(except sections 8),sprayed,chemical pest control process,3,,30,g/ha,200,l/ha,,,,Ally at 30 g with Cheetah per at 1.25 l in 200 l
Broadbalk,1996,winter wheat,26/04/1996,,Cheetah Super,(except sections 8),sprayed,chemical pest control process,3,,1.25,l/ha,200,l/ha,,,,
Broadbalk,1996,winter wheat,26/04/1996,,Barclay Eyetak,(except sections 6),,chemical pest control process,3,,0.9,l/ha,200,l/ha,,,,Barclay Eyetak at 0.9 l in 200 l
Broadbalk,1996,winter wheat,29/04/1996,,Barclay Holdup,(except sections 6),,chemical pest control process,3,,2.3,l/ha,200,l/ha,,,,Barclay Holdup at 2.3 l in 200 l
Broadbalk,1996,winter wheat,07/06/1996,,Alto 100 SL,(except sections 6),sprayed,chemical pest control process,3,,0.6,l/ha,320,l/ha,,,,Alto 100 SL at 0.6 l with Mallard 750 EC at 0.4 l in 320 l
Broadbalk,1996,winter wheat,07/06/1996,,Mallard 750 EC,(except sections 6),sprayed,chemical pest control process,3,,0.4,l/ha,320,l/ha,,,,
Broadbalk,1997,winter oats,17/10/1996,,Tribunil,,,chemical pest control process,3,,2.25,kg/ha,200,l/ha,,,,Tribunil at 2.25 kg in 200 1
Broadbalk,1997,winter oats,16/04/1997,,Scythe LC,(except sections 6),sprayed,chemical pest control process,3,,3,l/ha,200,l/ha,,,,Scythe LC at 3.0 l with Vassgro Non-ionic at 200 ml in 200 l
Broadbalk,1997,winter oats,16/04/1997,,Vassgro Non-ionic,(except sections 6),sprayed,chemical pest control process,3,,200,ml/ha,200,l/ha,,,,
Broadbalk,1997,winter oats,22/05/1997,,Radar,(except sections 6),sprayed,chemical pest control process,3,,0.5,l/ha,300,l/ha,,,,Radar at 0.5 l with Stefes CCC 700 at 2.3 l in 300 1
Broadbalk,1997,winter oats,22/05/1997,,Stefes CCC 700,(except sections 6),sprayed,chemical pest control process,3,,2.3,l/ha,300,l/ha,,,,
Broadbalk,1997,winter oats,09/06/1997,,Barclay Mutiny,,,chemical pest control process,3,,1.5,l/ha,300,l/ha,,,,Barclay Mutiny at 1.5 l in 300 l
Broadbalk,1997,winter wheat,02/04/1997,,Topik,(except sections 8),sprayed,chemical pest control process,3,,125,ml/ha,200,l/ha,,,,Topik at 125 ml with Sprayprover at 1.0 l in 200 l
Broadbalk,1997,winter wheat,02/04/1997,,Sprayprover,(except sections 8),sprayed,chemical pest control process,3,,1,l/ha,200,l/ha,,,,
Broadbalk,1997,winter wheat,10/04/1997,,MSS Optica,(except sections 8),,chemical pest control process,3,,2.5,l/ha,300,l/ha,,,,MSS Optica at 2.5 l in 300 l
Broadbalk,1997,winter wheat,10/04/1997,,Barclay Holdup,(except sections 6),,chemical pest control process,3,,2.3,l/ha,300,l/ha,,,,Barclay Holdup at 2.3 1 in 300 1 .
Broadbalk,1997,winter wheat,01/05/1997,,Barclay Eyetak,(except sections 6),,chemical pest control process,3,,0.9,l/ha,200,l/ha,,,,Barclay Eyetak at 0.9 l in 200 l
Broadbalk,1997,winter wheat,29/05/1997,,Starane 2,(except sections 8),,chemical pest control process,3,,6.5,l/ha,300,l/ha,,,,Starane 2 at 6.5 l in 300 l
Broadbalk,1997,winter wheat,30/05/1997,,Folicur,(except sections 6),sprayed,chemical pest control process,3,,0.5,l/ha,300,l/ha,,,,Policur at 0.5 l with Winter at 0.5 l in 300 l
Broadbalk,1997,winter wheat,30/05/1997,,Winter,(except sections 6),sprayed,chemical pest control process,3,,0.5,l/ha,300,l/ha,,,,
Broadbalk,1998,forage maize,23/03/1998,,Gramoxone 100,(except sections 6),sprayed,chemical pest control process,3,,3,l/ha,260,l/ha,,,,Gramoxone 100 at 3.0 l with Luxan Non-ionic wetter at 0.1 l in 260 l
Broadbalk,1998,forage maize,23/03/1998,,Luxan Non-ionic wetter,(except sections 6),sprayed,chemical pest control process,3,,0.1,l/ha,260,l/ha,,,,
Broadbalk,1998,forage maize,12/06/1998,,Barclay Mutiny,,,chemical pest control process,3,,2.4,l/ha,200,l/ha,,,,Barclay Mutiny at 2.4 l in 200 l
Broadbalk,1998,winter oats,08/05/1998,,Ally,(except sections 6),sprayed,chemical pest control process,3,,20,g/ha,200,l/ha,,,,Ally at 20 g with Starane 2 at 0.5 l in 200 l
Broadbalk,1998,winter oats,08/05/1998,,Starane 2,(except sections 6),sprayed,chemical pest control process,3,,0.5,l/ha,200,l/ha,,,,
Broadbalk,1998,winter oats,03/07/1998,,Mistral,,,chemical pest control process,3,,1,l/ha,200,l/ha,,,,Mistral at 1.0 2 in 2001
Broadbalk,1998,winter wheat,05/02/1998,,Amazon,(except sections 8),sprayed,chemical pest control process,3,,1,l/ha,200,l/ha,,,,Amazon at 1.0 l with Chiltern Cropoil at 1.0 l in 200 l
Broadbalk,1998,winter wheat,05/02/1998,,Chiltern Cropoil,(except sections 8),sprayed,chemical pest control process,3,,1,l/ha,200,l/ha,,,,
Broadbalk,1998,winter wheat,08/05/1998,,Ally,(except sections 8),sprayed,chemical pest control process,3,,20,g/ha,200,l/ha,,,,Ally at 20 g with Starane 2 at 0.5 l in 200 l
Broadbalk,1998,winter wheat,08/05/1998,,Starane 2,(except sections 8),sprayed,chemical pest control process,3,,0.5,l/ha,200,l/ha,,,,
Broadbalk,1998,winter wheat,08/05/1998,,Opus,(except sections 6),,chemical pest control process,3,,0.7,l/ha,200,l/ha,,,,Opus at 0.7 l in 200 l
Broadbalk,1998,winter wheat,01/06/1998,,Opus,(except sections 6),,chemical pest control process,3,,0.7,l/ha,200,l/ha,,,,Opus at 0.7 l in 200 l
Broadbalk,1998,winter wheat,17/06/1998,,Bavistin DF,(except sections 6),sprayed,chemical pest control process,3,,0.5,kg/ha,100,l/ha,,,,Bavistin DF at 0.5 kg with Opus at 0.4 l in 100 l
Broadbalk,1998,winter wheat,17/06/1998,,Opus,(except sections 6),sprayed,chemical pest control process,3,,0.4,l/ha,100,l/ha,,,,
Broadbalk,1999,all sections,30/10/1998,,Decoy,,,chemical pest control process,3,,8,kg/ha,,,,,,Decoy at 8.0 kg
Broadbalk,1999,forage maize,11/03/1999,,Isogard,(except sections 6),sprayed,chemical pest control process,3,,1,l/ha,200,l/ha,,,,"Isogard at 1.0 l with Unite A at 0.125 l, Unite B at 1.0 l and Cropoil at 1.0 l in 200 l"
Broadbalk,1999,forage maize,11/03/1999,,Unite A,(except sections 6),sprayed,chemical pest control process,3,,0.125,l/ha,200,l/ha,,,,
Broadbalk,1999,forage maize,11/03/1999,,Cropoil,(except sections 6),sprayed,chemical pest control process,3,,1,l/ha,200,l/ha,,,,
Broadbalk,1999,forage maize,01/05/1999,,Sting BOV,,,chemical pest control process,3,,4,l/ha,200,l/ha,,,,Sting BOV at 4.0 l in 200 l
Broadbalk,1999,forage maize,05/07/1999,,Barclay Mutiny,,,chemical pest control process,3,,2.4,l/ha,200,l/ha,,,,Barclay Mutiny at 2.4 l in 200 l
Broadbalk,1999,winter oats,11/03/1999,,Isogard,(except sections 6),sprayed,chemical pest control process,3,,1,l/ha,200,l/ha,,,,"Isogard at 1.0 l with Unite A at 0.125 l, Unite B at 1.0 l and Cropoil at 1.0 l in 200 l"
Broadbalk,1999,winter oats,11/03/1999,,Unite A,(except sections 6),sprayed,chemical pest control process,3,,0.125,l/ha,200,l/ha,,,,
Broadbalk,1999,winter oats,11/03/1999,,Cropoil,(except sections 6),sprayed,chemical pest control process,3,,1,l/ha,200,l/ha,,,,
Broadbalk,1999,winter oats,14/05/1999,,Ally,,,chemical pest control process,3,,30,g/ha,200,l/ha,,,,Ally at 30 g in 200 l
Broadbalk,1999,winter oats,05/07/1999,,Corbel,,,chemical pest control process,3,,0.75,l/ha,200,l/ha,,,,Corbel at 0.75 l in 200 l
Broadbalk,1999,winter wheat,11/03/1999,,Isogard,(except sections 8),sprayed,chemical pest control process,3,,1,l/ha,200,l/ha,,,,"Isogard at 1.0 l with Unite A at 0.125 l, Unite B at 1.0 l and Cropoil at 1.0 l in 200 l"
Broadbalk,1999,winter wheat,11/03/1999,,Unite A,(except sections 8),sprayed,chemical pest control process,3,,0.125,l/ha,200,l/ha,,,,
Broadbalk,1999,winter wheat,11/03/1999,,Cropoil,(except sections 8),sprayed,chemical pest control process,3,,1,l/ha,200,l/ha,,,,
Broadbalk,1999,winter wheat,15/04/1999,,Opus,(except sections 6),,chemical pest control process,3,,0.7,l/ha,200,l/ha,,,,Opus at 0.7 l in 200 l
Broadbalk,1999,winter wheat,14/05/1999,,Ally,(except sections 6),,chemical pest control process,3,,30,g/ha,200,l/ha,,,,Ally at 30 g in 200 l
Broadbalk,1999,winter wheat,27/05/1999,,Opus,(except sections 6),sprayed,chemical pest control process,3,,0.75,l/ha,100,l/ha,,,,Opus at 0.75 l and Sipcam UK Rover 500 at 1.0 l in 100 l
Broadbalk,1999,winter wheat,27/05/1999,,Sipcam UK Rover 500,(except sections 6),sprayed,chemical pest control process,3,,1,l/ha,100,l/ha,,,,
Broadbalk,1999,winter wheat,18/06/1999,,Folicur,(except sections 6),,chemical pest control process,3,,0.25,l/ha,100,l/ha,,,,Folicur at 0.25 l in 100 l
Broadbalk,1999,winter wheat,05/07/1999,,Corbel,,,chemical pest control process,3,,0.75,l/ha,200,l/ha,,,,Corbel at 0.75 l in 200 l
Broadbalk,1999,winter wheat,23/07/1999,,Alpha glyphosate,(except sections 6),,chemical pest control process,3,,4,l/ha,200,l/ha,,,,Alpha glyphosate at 4.0 l in 200 l
Broadbalk,2000,forage maize,01/05/2000,,Sting BOV,,,chemical pest control process,3,,4,l/ha,200,l/ha,,,,Sting BOV at 4.0 l in 200 l
Broadbalk,2000,forage maize,07/05/2000,,Sting BOV,,,chemical pest control process,3,,4,l/ha,200,l/ha,,,,Sting BOV at 4.0 l in 200 l
Broadbalk,2000,forage maize,26/06/2000,,Barclay Mutiny,,,chemical pest control process,3,,2.4,l/ha,200,l/ha,,,,Barclay Mutiny at 2.4 l in 200 l
Broadbalk,2000,winter oats,15/11/1999,,Lexus 50 DF,(except sections 6),sprayed,chemical pest control process,3,,20,g/ha,200,l/ha,,,,Lexus 50 DF at 20 g with Toppel 10 at 250 ml in 200 1
Broadbalk,2000,winter oats,15/11/1999,,Toppel 10,(except sections 6),sprayed,chemical pest control process,3,,250,ml/ha,200,l/ha,,,,
Broadbalk,2000,winter oats,11/03/2000,,Orka,,,chemical pest control process,3,,0.5,l/ha,200,l/ha,,,,Orka at 0.5 l in 200 l
Broadbalk,2000,winter wheat,13/03/2000,,Hawk,(except sections 6),sprayed,chemical pest control process,3,,2.5,l/ha,200,l/ha,,,,"Hawk at 2.5 l with Tolkan Turbo at 2.0 1, and Cropoil at 1.0 l in 200 l"
Broadbalk,2000,winter wheat,13/03/2000,,Tolkan Turbo,(except sections 6),sprayed,chemical pest control process,3,,2,l/ha,200,l/ha,,,,
Broadbalk,2000,winter wheat,13/03/2000,,Cropoil,(except sections 6),sprayed,chemical pest control process,3,,1,l/ha,200,l/ha,,,,
Broadbalk,2000,winter wheat,09/05/2000,,Opus,(except sections 6),sprayed,chemical pest control process,3,,0.5,l/ha,100,l/ha,,,,Opus at 0.5 l with Unix at 0.5 kg in 100 l
Broadbalk,2000,winter wheat,09/05/2000,,Unix,(except sections 6),sprayed,chemical pest control process,3,,0.5,kg/ha,100,l/ha,,,,
Broadbalk,2000,winter wheat,12/05/2000,,Ally,(except section 8),sprayed,chemical pest control process,3,,30,g/ha,200,l/ha,,,,Ally at 30 g with Starane 2 at 0.5 l in 200 l
Broadbalk,2000,winter wheat,12/05/2000,,Starane 2,(except section 8),sprayed,chemical pest control process,3,,0.5,l/ha,200,l/ha,,,,
Broadbalk,2000,winter wheat,22/05/2000,,Folicur,(except sections 6),,chemical pest control process,3,,0.75,l/ha,100,l/ha,,,,Folicur at 0.75 l in 100 l
Broadbalk,2001,all sections,12/09/2001,,Sting ECO,excluding  section 8,,chemical pest control process,3,,4,l/ha,100,l/ha,,,,"Sting ECO at 4.0 l in 100 l,"
Broadbalk,2001,forage maize,21/05/2001,,Sting ECO,,,chemical pest control process,3,,4,l/ha,200,l/ha,,,,Sting ECO at 4.0 l in 200 l
Broadbalk,2001,forage maize,03/07/2001,,Mutiny,,,chemical pest control process,3,,2.4,l/ha,200,l/ha,,,,Mutiny at 2.4 l in 200 l
Broadbalk,2001,spring oats,15/05/2001,,Ally,,,chemical pest control process,3,,20,g/ha,100,l/ha,,,,Ally at 20 g in 100 l
